company,id,city,dep,sec
ARÇİM Makina Bakım - Onarım - İmalat Sanayi ve Tic. Ltd. Şti.,3723,Niğde,ME,
ARD GRUP BİLİŞİM MEDİKAL DAN. TİC. LTD. ŞTİ.,2992,Ankara,CS,
Ardıç Cam,5875,Ankara,IE,Manufacturing
Anadolu Cam Yenişehir Sanayi A.Ş.,4018,Bursa,IE ME,
ANADOLU EFES BİRACILIK MALT SAN.A.Ş.,1294,İstanbul,IE,
ANADOLU EFES BİRACILIK VE MALT SAN. AŞ /KARTAL,2742,İstanbul,IE,
Anadolu Efes Biracılık ve Malt Sanayi A.Ş. Adana Ş.B.,5507,Adana,IE,
Anadolu Efes Biracılık ve Malt Sanayi A.Ş. İzmir Ş.B.,2824,İzmir,IE,
ANADOLU EFES BİRACILIK VE MALT SANAYİİ A.Ş - ANKARA ŞUBESİ,2898,Ankara,IE,
ANADOLU EFES GENEL MÜDÜRLÜK,6195,İstanbul,IE,Bira imalat sanayi
Anadolu Flygt Pompa Paz. ve Tic. A.Ş.,4404,Kocaeli,ME,machine manufacturing
Anadolu Grup Holding,5967,Ankara,IE,"Anadolu Grubu bira, meşrubat, perakende, tarım-gıda, otomotiv, kırtasiye, hızlı tüketim
restoranı, gayrimenkul ve enerji sektörlerindeki operasyonlar"
ANADOLU HAYAT EMEKLİLİK A.Ş.,5015,İstanbul,IE,
ANADOLU HAYAT EMEKLİLİK A.Ş.,5016,İstanbul,IE,
Anadolu Hayat Sıgorta Ic Anadolu Bolge Mudurlugu,3054,Ankara,IE,
ANADOLU ISUZU OTOMOTİV SAN. TİC. A.Ş.,6085,Kocaeli,ME,automotive
ANADOLU ISUZU OTOMOTİV SAN. VE TİC. A.Ş.,1296,İstanbul,EE IE ME,OTOMOTİV
Anadolu Metalurji ve Makine Sanayi Ticaret A.Ş.,3788,Ankara,ME,
ANADOLU MOTOR URETIM VE PAZARLAMA A.S.,2193,İstanbul,ME,
Anadolu Plazma Teknoloji Enerji Merkezi,3724,Ankara,EE,AR-GE
ANADOLU RESTORAN İŞLETMELERİ LTD.ŞTİ.,3955,İstanbul,IE,"Gıda sektörü, hızlı tüketim ürünleri"
Anadolubank,4719,Ankara,IE,BANKACILIK
Anadolubank,4743,Ankara,IE,Finans
Anayurt Teknoloji,5795,Ankara,CS EE,IT  elektronik
ANÇ İnşaat Ltd. Şti.,5332,Ankara,ME,
ANDAR Electromechanical Systems,4942,Ankara,EE,
Andme,6246,İstanbul,CS,Yazılım Geliştirme
Andrew Teel,3127,Santa Barbara,EE,hybrid dynamical systems
Andritz Hydro Gmbh,2533,Diğer,EE,Research
Andritz Hydro TR,4239,Ankara,ME,Energy
ANEL Araştırma ve Geliştirme Danışmanlık San. ve Tic. A.Ş.,2583,Ankara,CS,Bilgisayar
Animasyon Teknolojileri ve Oyun Geliştirme Merkezi (ATOM),4033,Ankara,CS,Digital games
Animasyon Teknolojileri ve Oyun Geliştirme Merkezi (ATOM),4293,Ankara,CS,
Ankakod Yazilim ve Bilgi Teknolojileri A.Ş,5120,Ankara,CS,"Yazilim, IOT, Arge"
ANKARA BİLGİ TEKNOLOJİLERİ LTD.ŞTİ.,1298,Ankara,CS,
Ankara Buyuksehir Belediyesi,3021,Ankara,CS,
ANKARA GÜVEN HASTANESİ,2633,Ankara,IE,
Ankara Seramik A.Ş.,5567,Ankara,EE,"Insulators, Transformers"
Ankara Teknik Pompa Armatür Ticaret Limited Şirketi,3752,Ankara,ME,
Ankara Ticaret Odası,5584,Ankara,CS,
ANKARA YATAK VE KAPİTONE SAN. VE TİC. A.Ş. (LARESSA),5011,Ankara,IE,İmalat
ANKAREF,2622,Ankara,CS EE,BİLİŞİM
ANKİRA ELEKTRONİK TASARIM YAZILIM GELİŞTİRME LTD.ŞTİ,1299,Ankara,CS,
ANKUTSAN,4064,Antalya,IE,ÜRETİM
Ankutsan,5249,Ankara,IE,Üretim
ANMAK GRUP MAKİNE VE DİŞLİ SANAYİ TİCARET LTD ŞTİ,3540,Ankara,IE,
ANMAR A.Ş.,3354,Ankara,IE,ÜRETİM
"ANOT Elektrik, Elektronik, Otomasyon San. ve Tic. Ltd. Şti.",3565,Eskişehir,EE,"Elektrik, Elektronik, Otomasyon"
Anova,6020,Ankara,EE,Manufacturing
ANOVA Mühendislik ve Bilgisayar,3900,Ankara,IE ME,Manufacturing
ANOVA Mühendislik ve Bilgisayar,3913,Ankara,ME,
Ardıç Labs,5375,Ankara,EE,
AREA MEKANİK MÜH.SAN.TUR.TİC.LTD.ŞTİ.,4567,Antalya,ME,iklimlendirme
ARENA BİLGİSAYAR SAN. VE TİC. A.Ş.,1307,İstanbul,CS EE,BİLİŞİM
ARETE Danışmanlık,2199,İstanbul,IE,
Areva T&D Enerji Endüstrisi A.Ş.,2619,Ankara,IE,Enerji
ARF Bilgi Teknolojileri Yazılım Eğitim ve Danışmanlık Hizmetleri Ticaret Limited A.Ş,4791,Ankara,CS,
Arfen,5914,İstanbul,IE,
Arfesan,2966,Kocaeli,ME,Otomotiv Yan Sanayi
Argedor,5042,Ankara,CS EE,"Machine Learning, Big Data"
Argedor,5043,Ankara,EE,"Machine Learning, Big Data"
ARGELA Yazılım ve Bilişim Teknolojileri San. ve Tic. A.Ş.,2200,Ankara,CS EE,
ARGELA Yazılım ve Bilişim Teknolojileri San. ve Tic. A.Ş.,3043,İstanbul,CS EE,
ARGELA Yazılım ve Bilişim Teknolojileri San. ve Tic. A.Ş.,4475,San Jose,EE,
ARGELA Yazılım ve Bilişim Teknolojileri San. ve Tic. A.Ş.,4526,San Jose,EE,Telecommunications
ARGELA-USA California,4527,Sunnyvale,EE,Telecommunications
Argenç Elektrik Elektronik Sistemler Yazılım Sanayi ve Ticaret Ltd. Şti.,2550,Ankara,EE,Yazılım
Argenit Akıllı Bilgi Teknolojileri,5942,İstanbul,EE,
Argesan Kalıp Sanayi ve Ticaret Limited Şirketi,6230,Ankara,IE,Paslanmaz Çelik
Argeset,3750,İstanbul,CS,software
ARGETE,3655,Ankara,EE,"Mühendislik, Yazılım, Bilişim"
ArgosAI Teknoloji A.Ş.,4970,Ankara,CS EE ME,
Arıcı Tekstil Sanayi ve Tic. Ltd. Şti.,3967,İstanbul,IE,textile
Arıkan Kriko ve Makine Sanayi Ticaret A.Ş.,4747,Eskişehir,ME,
ARIKAZAN A.Ş.,1308,Ankara,EE ME,
Arıkovanı Yazılım Araştırma Geliştirme Mühendislik Sanayi Ve Dış Ticaret Anonim Şirketi,4156,İstanbul,CS,Information Technology and Services
Arıkovanı Yazılım Araştırma Geliştirme Mühendislik Sanayi Ve Dış Ticaret Anonim Şirketi,4157,İstanbul,CS,Information Services and Technology
ARION BİLİŞİM SİSTEMLERİ TİC. A.Ş.,1309,Ankara,CS EE,BİLİŞİM
Aril Havacılık,3398,Ankara,ME,Havacılık
Arinkom Bilgi Tek. Dış Ticaret A.Ş.,3116,Ankara,EE,"Bilimişim, Network"
Arizona State University,4484,Tempe,CS,Energy efficient computing
Arizona State University,4485,Tempe,CS,Energy efficient computing
Arkadaş Yazılım ve Teknolojileri Mak. End. Ltd. Şti.,3074,Ankara,CS,
Arkas Holding,5605,İstanbul,IE,
ARKAS HOLDİNG A.Ş.,1310,İzmir,IE,
Arke Telekom Mühendislik Elektronik San. Tic Ltd. Şti.,4902,Ankara,CS,Electronics design and computer programming
Arkenom Teknoloji Hizmetleri Sanayi ve Ticaret Anonim Şirketi,5161,Ankara,CS,Bilişim Yazılım
ArkSigner Yazılım ve Donanım San. Tic. A.Ş.,5977,Ankara,CS,
Arlentus Control,4026,Ankara,EE,
Arlight Lighting,3426,Ankara,EE,Lighting
Arlight Lighting,3580,Ankara,IE,Lightning
Arma Filtre Sistemleri San. ve Tic. A.Ş.,2515,Sakarya,IE,Üretim
ARMAKOM BİLİŞİM TEKNOLOJİLERİ,1311,Ankara,CS,BİLİŞİM
ARMAS ELEKTONİK,5205,Ankara,EE,
Armed Forces Institute of Cardiology and National Institute of Heart Disease,4914,Rawalpindi,EE,Biomedical
Armelsan Defence Technologies Inc.,5866,Ankara,EE,Defence
Armin Bilişim,5781,Ankara,CS,
ARMONİTEK Bilişim Teknolojileri Ltd. Şti.,4609,Ankara,CS,Yazılım
ARNET İLETİŞİM VE BİLGİSAYAR ALTYAPI HİZMETLERİ,1312,İstanbul,EE,BİLİŞİM
AYDIN YAZILIM,1328,Ankara,CS EE IE,BİLİŞİM
AYDINLAR YEDEK PARÇA SAN.VE TİC.A.Ş.,1329,Konya,IE,
AYDÖKÜM MAKİNA SAN.VE TİC.A.Ş.,1330,Ankara,IE,
AYDÖKÜM MAKİNA SAN.VE TİC.A.Ş.,5052,Ankara,ME,Agricultural machinery
AYDÖKÜM MAKİNA SAN.VE TİC.A.Ş.,5053,Ankara,ME,Manufacturing
AYDUO Elektronik San. Dan. ve Tic. A.Ş.,5108,Ankara,EE,"Defence Industry, Hardware Design, Electronics"
AYEN ENERJİ,1331,Ankara,EE,HİDROELEKTRİK SANTRAL
AYESAŞ,4451,Ankara,CS EE,
AYESAŞ,4530,Ankara,CS EE,Defense Industry
AYESAŞ,4907,Ankara,IE,
AYESAŞ,5529,Ankara,ME,Defense Industry
AYGAZ A.Ş,2820,Kocaeli,IE ME,
"Aygaz A.Ş.
Satış ve Operasyon",2205,İstanbul,IE,
AYGAZ A.Ş. ORTA ANADOLU BÖLGE SATIŞ MÜDÜRLÜĞÜ,1332,Ankara,IE,
Aygersan,3538,Ankara,IE,otomotiv sektörü
AYKON ELEKTRİK ŞİRKETLER GRUBU,3510,Ankara,EE,"Yurtiçi-yurtdışı elektrik malzemesi satışı, elektrik panosu imalatı konusundaki kontrol panosu/orta gerilim panosu/gerilim transformatörü(trafosu)/tra"
Aymak Makine,4493,Ankara,ME,Dik Milli Kırıcılar
Aynes,5549,Denizli,EE,EE
AYOSİS YAZILIM BİLGİ TEK. SAN.TİC.LTD.ŞTİ.,1333,Konya,CS,
AYTAÇ ENTEGRE ET KESİM FABRİKASI,1334,Çankırı,IE,
Aytaş Alçı Enerji Sanayi Ticaret Ltd. Şti.,3535,Ankara,IE,
Aytekno Muhendislik,6176,İstanbul,EE,
AYTEMİZLER MAKİNA SANAYİ VE TİCARET,1335,Ankara,EE,MAKİNA SANAYİİ
AYYAZILIM,2791,Ankara,CS EE,
AZERISIG ASC,5759,Baku,EE,
Azersun Holding,5794,Baku,IE,FMCG Production
B-Plas A.Ş.,5902,Bursa,EE,Plastik Teknolojileri
B.EST Solutions,4978,Baku,CS,
BAB LTD.,5247,Ankara,ME,
BAFA Savunma ve Havacılık Sistemleri Ltd. Şti.,5829,Ankara,ME,Savunma Sanayi
BAĞKUR,1336,Ankara,CS EE,BİLGİ İŞLEM
BAHADIR Tıbbi Alet,2560,Samsun,IE ME,
BAHARİYE MENS. SAN. VE TİC. A.Ş.,1337,İstanbul,EE,TEKSTİL
Bak Ambalaj San.veTic A.ŞÜretim,2206,İzmir,CS IE,
BALIKÇIOĞLU MODÜLER OFİS MOBİLYALARI,3749,Ankara,IE,Modüler ofis mobilyaları üretimi/Mobilya üretimi(Endüstriyel)
BALIKESİR ELEKTROMEKANİK SANAYİ TESİSLERİ A.Ş.,2207,Balıkesir,EE,
Ball Corporation,5652,Manisa,IE,"Beverage Packaging, Aviation"
Baltimore Aircoil International nv,5026,Heist-op-den-Berg,ME,Thermal
BAMA Teknoloji,4058,Ankara,ME,Mekatronik
BAMA Teknoloji Tibbi Cihazlar Danismanlik Saglik Bilisim San. ve Tic. Ltd. Sti.,2775,Ankara,EE,Ar-Ge Birimi
BANK ASYA,1338,İstanbul,CS,
Banka Kombetare Tregtare (National Commercial Bank - NCB),5991,Tiranë,CS,"Core Banking Software (CS)
IT"
BANKSOFT BİLİŞİM BİLGİSAYAR HİZMETLERİ LTD. ŞTİ.,1340,İstanbul,CS EE,BİLİŞİM
Bant Menteşe Sanayi ve Ticaret Limited Şirketi,6292,İstanbul,IE,
BANVİT,1341,Balıkesir,IE,GIDA
BapaTek,5613,İstanbul,CS,yazılım
Barakeh Pack,5891,Irbid,IE,Manufacturing
Baran Çelik ve Galvaniz,4806,Ankara,IE,Sanayi
ARSAN KAUÇUK PLASTİK-MAKİNA SAN. VE TİC. A.Ş.,4405,İstanbul,IE,Kauçuk
ARSAN KAUÇUK PLASTİK-MAKİNA SAN. VE TİC. A.Ş.,6065,Sakarya,ME,Kauçuk
ARSAN TEKSTİL TİC. VE SAN. A.Ş.,1313,Kahramanmaraş,EE IE ME,TEKSTİL
Art Elektronik Sistemler Limited Şirketi,3300,Ankara,EE,
Arta Grup Mekanik Mühendislik İnşaat Sanayi,5704,Ankara,ME,Mechanical/Construction
ARTEK Grup Makine,3193,Ankara,ME,
Artem ENERJI ISITMA & DOĞALGAZ,6130,Eskişehir,ME,
ARTI Endüstriyel,2592,Ankara,EE,ELEKRONİK
"Artı Teknoloji
Yazılım",2201,İstanbul,CS,
Artıboyut inovasyon mühendeslik sanati ve ticaret limited şirketi,6151,Ankara,ME,
ArtıBoyut İnovasyon Mühendislik Sanayi ve Ticaret Limited Şirketi,5331,Ankara,ME,3D Yazıcı
Artron Tasarım Üretim Elektronik Tic A.Ş,6149,Ankara,EE,electronic and manıfacturing
ARTRONIC ELEKTRONİK SANAYİ MÜMESSİLLİK TİC. LTD. Ş,1314,İstanbul,EE,BİLİŞİM
Arvento Bişilim Mobil Otomasyon Sis. Ltd. Şti.Yazılım Geliştirme,2203,Ankara,CS EE,
Arzum Small Appliances,5687,İstanbul,EE,Technical quality assurance and R&D
As Celik Dokum Isl. San. ve Tic. Ltd. Sti,2940,Samsun,IE,Döküm sektörü
Asaş Alüminyum A.Ş.,4043,İstanbul,IE,
ASAŞ AMBALAJ,2667,Ankara,IE,ÜRETİM
AsayEnerji,4378,İzmir,CS,
ASD GROUP Engineering and Consultancy Limited Company,3382,Ankara,ME,Energy and Construction
ASELSAN ELEKTRONİK SAN. VE TİC. A.S.,1315,Ankara,CS EE IE ME,"HABERLEŞME SAVUNMA SİST.,ELEKTRONİK"
ASELSAN ELEKTRONİK SAN. VE TİC. A.S.,5663,Ankara,EE ME,Optik ve Optoekanik Tasarım
ASELSAN ELEKTRONİK SAN. VE TİC. A.S.,5731,Ankara,EE ME,"Savunma, Haberleşme ve Bilgi Teknolojileri"
ASELSAN ELEKTRONİK SAN. VE TİC. A.S.,5965,Ankara,EE ME,Radar ve Elektronik Harp Sistemleri
ASELSAN ELEKTRONİK SAN. VE TİC. A.S.,6191,Ankara,ME,RADARVE ELEKTRONIK HARP SISTEMLERI
ASELSAN ELEKTRONİK SANAYİ VE TİCARET A.Ş.,5095,Ankara,EE ME,"Communication & Information Technologies Business Sector,
Microelectronics, Guidance & Electro-Optics Business Sector,
Radar & Electronic Warfare Sy"
Aselsannet,3533,Ankara,EE ME,Electric and Electronic Engineering
ASFEL ELEKTRİK,2659,Ankara,EE,ELEKTRİK
Asgersan,4585,Ankara,ME,Sanayi
ASİL ÇELİK SAN. VE TİC. A.Ş.,1316,Bursa,EE IE,ÇELİK ÜRETİMİ
Asis Elektronik ve Bilişim Sistemleri A.Ş.,4497,İstanbul,CS,Computer Science
ASLAR PRES Döküm Sanayi A.Ş.,5671,İstanbul,IE,Manufacturing
ASNET BİLGİ SİSTEMLERİ MÜHENDİSLİK VE DIŞ TİC. LTD,1318,Ankara,CS EE,BİLİŞİM
ASP Machinery,5654,Ankara,ME,
ASPİLSAN ENERJİ SANAYİ ve TİCARET,4462,Kayseri,EE,Enerji sanayi
ASSAN - HYUNDAI OTOMOTİV  SANAYİ VE TİCARET A.Ş.,1319,İstanbul,EE IE ME,OTOMOTİV
ASSAN ÇELİK ÜRÜNLERİ SAN. VE TİC.,1320,İstanbul,EE,DEMİR SAÇ ÜRETİMİ
ASSAN ELEKTRONİK İMALAT PAZARLAMA SANAYİ ve TİC. A.Ş.,3713,İstanbul,EE,
ASSAN Panel Sanayi ve Ticaret A.Ş.,2885,İstanbul,IE,Yapı Malzemeleri Üretimi
ASSANASP MACHINERY,5733,Ankara,EE,İş makinaları
Assanhanil Otomotiv San. A.Ş.,3158,Kocaeli,IE,
Asseco,5037,İstanbul,CS,Bilişim
Assist Mühendislik İnşaat San. ve Tic. Ltd. Şti.,4716,Ankara,ME,İnşaat Mekanik Tesisatı
ASTEC,3643,Antalya,ME,
Astek Denizcilik Telekomünikasyon Bilişim San. Tic. Ltd. Şti,3049,Ankara,CS EE,
Aston,5287,Sydney,EE,Electrical and electronics Technologies
Astor Transformatör,4915,Ankara,ME,Transformatör Üretimi
ASTOR TRANSFORMATÖR A.Ş,5519,Ankara,IE,Transformatör Üretimi
ASTOR TRANSFORMATÖR AŞ,4758,Ankara,EE,
Astrium GmbH - Department: TO5,2711,Friedrichshafen,EE,ARGE
Asya Grup Mühendislik,4981,Ankara,EE,Electrical Engineering
Aşkale Çimento,4112,Erzurum,EE IE,Çimento Fabrikası
Atabay İlaç,3028,İstanbul,IE,Pharmaceutical Industry
ATAR Labs,5617,Ankara,CS,Cyber Sequrity
Ataseven Üretim Şirketi A.Ş.,5013,Ankara,ME,Enerji Üretim Şirketi
Atatürk Üniversitesi Bilgisayar Bilimleri Araştırma ve Uygulama Merkezi,4781,Erzurum,CS,Bilişim
ATEK Sensör Teknolojileri A.Ş.,3289,İstanbul,EE,Automation
ATEL Teknoloji ve Savunma Sanayi A.Ş,4968,Ankara,EE,Savunma Sanayi
Atempo Ses ve Işık Sistemleri Ltd. Şti,2545,Ankara,EE,Elektronik
ATILIM ELEKTRONİK,3860,İstanbul,EE,
Atilla Makine San. ve Tic Ltd. Şti,4219,Kocaeli,IE,
Atlas Eğitim Yazılımları Sanayi LTD. STİ.,3253,Ankara,CS,
Atlas Engineering Limted,4800,Karachi,ME,
Atlas Honda Limited,5212,Karachi,ME,
ATLAS JET ULUSLARARASI HAVACILIK,1322,Antalya,CS,HAVAYOLU TAŞIMACILIĞI
Atlas Unmanned Systems Ltd.,4817,Ankara,EE,
Atm Marble,6244,Ankara,IE,Marble/Granite
ATMACA ELEKTRONİK SAN.TİC.LTD.ŞTİ.,1323,İstanbul,EE,
ATOS,3943,Ankara,CS IE,Information Technologies
ATOS,5023,Ankara,IE,Information Technologies
ATOS Origin Bilişim Danışmanlık ve Müşteri Hizmetleri San. ve Tic. A.Ş.Software Quality Assurance,2204,İstanbul,CS IE,
ATTEC DANMARK A/S,3606,Sydals,IE,primal cutting line for pork and lamb
ATTENT,5091,California,CS,Computer Science
attent.ai,5080,california,EE,Bilişim
Attock Oil Refinery,5768,Rawalpindi,ME,"Oil, Gas and Petroleum"
ATU Turizm İşletmeciliği A.Ş.,3375,İstanbul,IE,Endüstri Mühendisliği
Aurvis Bilişim,5454,Ankara,CS,
Avalon Teknoloji & Tasarım,4764,Ankara,CS,Technology and Design
Avanceon,4955,Karachi,EE,Electronics
Avandel,3555,İzmir,CS,Cloud Computing
AVCR Bilgi Teknolojileri A.Ş.,5764,Ankara,CS,
AVEA - TT&TİM İLETİŞİM HİZMETLERİ A.Ş.,1324,İstanbul,CS EE,BİLİŞİM
AVEA İLETİŞİM HİZMETLERİ A.Ş.,1325,İstanbul,IE,İLETİŞİM
Avicena Medikal,4290,Çankırı,IE ME,Medical
Avicena Medikal,4312,Çankırı,IE,Medikal
Aviotech,5136,Ankara,ME,Military
Avira Operations GmbH & Co. KG.,5825,Tettnang,CS,"Security Software, Antivirus Software"
AVİVA HAYAT VE EMEKLİLİK,1326,İstanbul,CS,SİGORTACILIK
Avrora,4344,Baku,CS,Manufacturing
AXA OYAK SİGORTA A.Ş.,1327,İstanbul,CS,SİGORTA
AXA Sigorta,3989,İstanbul,IE,Insurance
AXA Sigorta,4090,İstanbul,IE,Insurance
Ayaydın Miroglio Group,2954,Karabük,IE,Textile
Ayaydın Miroglio Group,2955,İstanbul,IE,Textile
Aybey Elektronik,4320,İstanbul,EE,"Manufacturing and Exporting of Electronic Devices
Manufacturer"
AYDEM Elektrik Dağıtım A.Ş.,3820,Denizli,IE,Enerji
BEKO ELEKTRONİK A.Ş.,1359,İstanbul,CS EE IE,BİLİŞİM
Belsis Yazılım İletişim Hizmetleri Ticaret ve Sanayi Limited,4513,Ankara,CS,
BEMAŞ ELEKTRONİK MÜHENDİSLİK SAN. VE TİC. LTD. ŞTİ,1360,Ankara,EE,BİLİŞİM
BENARTI YAZILIM ÇÖZÜMLERİ,3452,Ankara,EE,
Benbria,3924,New York,CS,Yazılım
Berdan Civata,5045,Mersin,IE,
Bericap Kapak Sanayi A.Ş,3890,Kocaeli,IE,
Beril Teknoloji,2210,Ankara,CS,
Berker,4938,İzmir,EE,"Otomatik bulaşık yıkama makinalarından, buzdolaplarına, kuzine ve fırınlardan, çalışma tezgahlarına, servis arabalarına kadar geniş ürün yelpazesi ile"
Berko İlaç ve Kimya San. A.Ş.,2832,İstanbul,IE,İlaç ve Kimya Sanayi
Berksan İnşaat ve Sanayi A.Ş,5627,Dubai,ME,
BERKSAN MÜHENDİSLİK,1361,İstanbul,EE,
Berm-mak Mühendislik,2562,Bilecik,IE,ÜRETİM
Bertsch Innovation,5440,Markdorf,CS,
BESMAK -,5477,Ankara,EE,Laboratuvar Test Cihazları üretimi ve dizaynı
Best Grup Savunma Sanayi Ltd. Şti.,4506,Ankara,CS,
Best Transformers,3895,Balıkesir,IE,"Power, Distribution and Special Transformers"
Bestway Cement,4813,Hattar,ME,
BESTWAY CEMENT LIMITED,4345,Ankara,EE,It is a private cement sector company.
BESTWAY CEMENT LIMITED,4346,CHAKWAL,EE,It is a private cement sector company.
Bestway Cement Limited,6131,Kallar Kahar,ME,
Beşer Balatacılık A.Ş.,5958,İzmir,IE,Otomotiv Yan Sanayi
Beta Makina,2861,Ankara,ME,
BETA OPTİK SAN. TİC. LTD. ŞTİ.,5104,İstanbul,IE,Gozluk Cami Uretimi
"Betasan A.Ş.
Üretim Departmanı",2211,Kocaeli,IE,
Betek Boya ve Kimya Sanayi A.Ş.,3603,Kocaeli,IE,Kimya
BETİ Bilişim Teknolojileri Ltd. Şti.,2602,Ankara,EE,BİLİŞİM
Betonel,4420,Ankara,IE,
BEYÇELİK GESTAMP KALIP VE OTO YAN SAN.VE TİC.A.Ş.,1362,Bursa,IE ME,
BEYER MAKİNA SANAYİ TİCARET LİMİTED ŞİRKETİ,3948,Ankara,ME,Makine Endüstrisi
BEYMEN,3529,İstanbul,CS IE,Retail
Beytepe Bilişim Teknolojileri,4124,Ankara,CS,
BEZTAŞ TEKSTİL TİC.VE SAN.LTD.ŞTİ.,1363,Bursa,IE,
Bharat Forge CDP,4869,Ennepetal,IE,Forging Industry
BILCEM Bilişimsel Elektromanyetik Araştırma Merkezi,2644,Ankara,EE,AR-GE
BILTEN,4251,Ankara,CS,
BITS BİLGİSAYAR SİSTEMLERİ,2657,İstanbul,CS,YAZILIM
Bias Mühendislik,4134,Ankara,ME,
Bielefeld University,5290,Bielefeld,CS,Computer Science
BİEM BİLİŞİM HİZMETLERİ VE ARAŞTIRMA LTD. ŞTİ.,3394,Ankara,CS,
Bil Yazılım,2641,Ankara,CS,Yazılım
BİLDEM BİLGİSAYAR DESTEKLİ MÜHENDİSLİK VE MÜŞ. LTD,1364,Ankara,CS EE,BİLİŞİM
Bildik Mühendislik,5092,Ankara,EE,"Elektrik Projelendirme - Taahhüt İşleri - Topraklama Tesisi ve Ölçümü - Harmonik ve Güç Ölçümü - Teknik Danışmanlık - Kompanzasyon Sistemi Takibi
Tra"
Bilecik Demir Çelik San. Tic. A.Ş.,5007,Bilecik,IE,üretim
BİLEN ELEKTRİK İNŞAAT MÜHENDİSLİK MİMARLIK TAAHHÜT TİCARET LTD. ŞTİ.,2958,Antalya,EE,Elektrik-Elektronik tesisat taahhüt
BİLENERJİ A.Ş.,2212,Ankara,EE ME,
Bilenes İnşaat Sanayi Ticaret A.Ş,5282,Ankara,ME,
BİLFO BİLGİSAYAR,2665,Ankara,CS,BİLGİSAYAR
BİLGE BİLKENT TEKNOLOJİ ARAŞTIRMA GELİŞTİRME,1366,Ankara,CS,
BİLGİ Bilgi Sistemleri A.Ş.,3507,Ankara,CS,C2IS/GIS/IT
BİLGİ COĞRAFİ BİLGİ DÖNÜŞÜM VE YÖNETİM SİSTEMLERİ,1367,Ankara,CS EE,BİLİŞİM
Bilgi Teknolojileri ve İletişim Kurumu,2487,Ankara,CS EE,Bilişim
Bilgi Teknolojileri ve İletişim Kurumu,3423,İstanbul,EE,bilgi teknolojileri ve iletişim
Bilgi Teknolojileri ve İletişim Kurumu,3653,Ankara,EE,
Bilgi Teknolojileri ve İletişim Kurumu,5240,Ankara,CS EE,Bilişim
Bilgi ve Teknoloji Grubu,2213,Ankara,CS IE,
Bilgikent Bilişim Teknolojileri Ticaret A.Ş.,4315,Ankara,CS,
Bilgin Pro Bilişim Çözümleri,4587,İstanbul,CS,Software-mobile application
Bilgitürk Bilgisayar Teknolojileri A.Ş,3058,İzmir,CS,Bilgisayar Teknolojileri
Bilgün Tekstil Sanayi Ticaret A.Ş,3791,Adana,IE,Tekstil
Bilim İLAÇ,2821,Kocaeli,IE,
"Bilim, Sanayi ve Teknoloji Bakanlığı, Bigi İşlem Dairesi Başkanlığı",3130,Ankara,CS,
BİLİN YAZILIM VE DANIŞMANLIK LTD. ŞTİ.,1368,İstanbul,CS EE,BİLİŞİM
BİLİNTUR CATERING A.Ş.,2214,Ankara,CS IE,
Bilişim Aktörleri,3857,Ankara,CS,
Bilişim Bilişim ve Yazılım Sistemleri San. ve Tic. AŞ,5713,Ankara,CS,yazılım
Bilişim İnovasyon,2967,Ankara,CS,Bilişim
BİLİŞİM İNOVASYON Sanayi ve Ticaret Anonim Şirketi,4583,Ankara,CS,CS
BİLİŞİM SAN. VE TİC. LTD. ŞTİ.,1369,Ankara,CS,BİLİŞİM
Bilkent Enerji Politikaları Araştırma Merkezi,6183,Ankara,IE,"Enerji, Enerji Politikaları ve Piyasaları"
BİLKENT HOLDİNG,1370,Ankara,CS IE,"ÜRETİM, SATIŞ, PAZARLAMA ,FİNANS"
Bilkent İleri Araştırma Laboratuvarı,3026,Ankara,,
Bilkent Üniversitesi Akustik ve Sualtı Teknolojileri Araştırma Merkezi,4544,Ankara,EE,
BİLKENT ÜNİVERSİTESİ NANUTAM,2646,Ankara,,
BİLKO A.Ş,1371,İstanbul,CS EE,BİLİŞİM
Bilkon Elektrik Elektronik Makine İmalat Sanayi ve Ticaret  Ltd. Şti.,3297,Çorum,EE,Industrial electric and automation
Billur Makine Dış Ticaret ve Sanayi Ltd. Şti.,4152,Ankara,ME,
BİLSA,1372,İzmir,CS EE,YAZILIM
BİLSER BİLGİSAYAR VE YÖNETİM SİSTEMLERİ AŞ.,1373,İstanbul,EE,BİLİŞİM
BİLSOFT BİLGİ VE EĞİTİM TEKNOLOJİLERİ YAZILIM ELEKTRONİK SAN. VE TİC. A.Ş,1374,Ankara,CS EE,YAZILIM
BİLTAM MÜMESSİLLİK DIŞ TİC. VE SAN. A.Ş.,1375,İstanbul,EE,BİLİŞİM
BİLUZAY,1376,Ankara,EE,
Bilyoner İnteraktif Hizmetler A.Ş.,2525,Ankara,CS,Yazılım
Bimel,5664,Ankara,EE,Bilişim
BİMSER ÇÖZÜM DANIŞMANLIK TİC.LTD.ŞTİ.,1377,Kocaeli,CS EE,BİLİŞİM
Binovist Bilişim Danışmanlık A.Ş.,5940,İstanbul,CS,IT
Biokido Medikal Mühendislik Sanayi ve Ticaret Ltd. Şti.,5150,Ankara,EE,Medical Engineering
Biosys,4853,Ankara,EE,Biomedical
BİRİM BİLGİ TEK.TİC.A.Ş.,1378,İzmir,CS,
Birim Hastaneleri Bilgi Yönetim Sis.,2493,İzmir,EE,BİLGİ YÖNETİM
